rank,PetID,tier,proba_slow,y_true,Name,Type,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Quantity,Fee,PhotoAmt,Description,Type_str,Breed1_str,Gender_str,Color1_str,MaturitySize_str,FurLength_str,Vaccinated_str,Sterilized_str,Health_str,age_group,has_photo,is_group,Fee_is_free,has_name,tier_order,predicted_slow,y_true_str,n_words_original,n_words_rewritten,description_original,description_rewritten,has_rewritten_description,length_delta_words
2294,a6eb71dc0,Low,0.4375911015451756,1,Congo,1,3,307,1,1,2,2,3,2,1,1,0,6.0,"Dark and exotic, strong and good watchdog. No tying or caging for long hours except for precautionary purposes. Commitment to neuter him is compulsory Serious adopter pls call ",Dog,Mixed Breed,Male,Black,Medium,Medium,Not Sure,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2295,262c36889,Low,0.4375174679252293,0,,2,2,266,3,1,1,1,2,2,1,3,0,5.0,"The cats are active, Toliet trained (Sand), able to eat themselaves, like to drink milk, free of charge.",Cat,Domestic Short Hair,Mixed,Black,Small,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,True,True,False,3,False,Slow,,,,,False,
2296,2ad3a6503,Low,0.4374612892641893,1,Lily & Billy,2,1,266,3,2,1,1,2,2,1,2,0,1.0,"Lily & Billy are two absolutely beautiful kittens, one male and one female. They are about 6 weeks old. They are both very healthy, very clean and very playful. They are both litter trained. Lily & Billy are used to other cats and are dog-friendly. It would be great if they could be adopted together as they are dependent on each other for company and play beautifully together. Two kittens are twice the fun! Please call if you can offer these two lovely kittens a 'forever' home.",Cat,Domestic Short Hair,Mixed,Brown,Small,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,True,True,True,3,False,Fast,,,,,False,
2297,133af5fc3,Low,0.4374186066312048,0,Akila,1,2,20,2,2,2,1,3,2,1,1,0,3.0,Short legged lovely puppy looking for a forever home. Commitment to spay is compulsory. If u are interested to adopt pls contact Rachel,Dog,Beagle,Female,Brown,Medium,Short,Not Sure,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
2298,335eacf2d,Low,0.4373382982377587,0,Terry,1,4,17,2,2,3,3,1,2,1,1,0,3.0,No tying or caging for long hours except for precautionary purposes. Commitment to spay her is compulsory Interested to adopt pls call ,Dog,Australian Terrier,Female,Brown,Large,Long,Yes,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
2299,a6c9fd936,Low,0.4372685777548576,1,,2,3,241,2,6,2,2,2,2,1,1,0,3.0,"Not sure who threw it in front of my house with a small tissue box , but also luckily someone threw it at my house , the kitty get saved~~ anyway , anyone looking for kitty can PM me , i can deliver the kitty anywhere within KL",Cat,Abyssinian,Female,Gray,Medium,Medium,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,False,3,False,Fast,,,,,False,
2300,9ecb47019,Low,0.4372675219323435,1,Bowie,1,2,307,2,1,2,2,1,2,1,1,0,4.0,She was rescued together with the other 5 siblings. one of his brother has run over by a car.Very intelligent and adorable. They deserve a good home. No caging or tying for long hours except for precautionary purposes. Commitment to spay her is compulsory Serious adopter pls call me.,Dog,Mixed Breed,Female,Black,Medium,Medium,Yes,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2301,597c27524,Low,0.43725744223516,1,Panthera,2,2,299,2,1,2,1,2,2,1,1,0,1.0,"Rescued from the street. Very obedient, toilet-trained. Has beautiful Egyptian features.",Cat,Tabby,Female,Black,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2302,5783d40a2,Low,0.4372519590627109,0,Peppermint,2,3,266,2,1,2,1,1,2,1,1,0,10.0,"We found Peppermint about 2 weeks ago, alone without any adult cats or siblings with her. Peppermint was screaming for food, so she clearly was not able to survive in the streets on her own. We rescued her and now we need to find her a home as we have too many cats. She is very loving, active and litter trained. If you are interested in Peppermint, please sms me at . Preferably Malaysians but not students as i believe raising a cat is a big responsibility. Thank you.",Cat,Domestic Short Hair,Female,Black,Medium,Short,Yes,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
2303,90b438e96,Low,0.437234373377346,0,Dudut,2,4,264,2,1,1,3,2,2,1,1,250,2.0,Dudut nama diberi Sangat gebu dan sihat. Sangat hyperaktif Makan kibbles brand INSTICT mix with BRIT Pandai poo poo di tray.. Senang mandikan dia...sangat manja. Harga boleh nego lagi Saya letak harga bukan untuk keuntungan tapi perlu rolling makanan kucing dan penjagaan yang saya masih boleh bela atas sebab terpaksa reduce yang lain. Pencinta kucing dialu - alukan,Cat,Domestic Long Hair,Female,Black,Small,Long,No,No,Healthy,Puppy/Kitten (0-6m),True,False,False,True,3,False,Slow,,,,,False,
2304,c787ee619,Low,0.437233878303581,0,Emma,1,2,20,2,1,2,1,1,2,1,1,0,3.0,"Emma had a lovely family. Unfortunately , her litter owner who is only 4 years old had asthma and Dr advise not to keep any pet. Therefore she was sent away to a fosterer and waiting for a sweet home. Commitment to spay her is compulsory. If u are interested to adopt pls contact Albert",Dog,Beagle,Female,Black,Medium,Short,Yes,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
2305,c5d0fdfac,Low,0.4371655961582245,0,Spot,1,3,307,1,7,2,2,2,2,1,1,50,4.0,Kinda cute and active. Spot is looking for anyone who can love and look after him well.,Dog,Mixed Breed,Male,White,Medium,Medium,No,No,Healthy,Puppy/Kitten (0-6m),True,False,False,True,3,False,Slow,,,,,False,
2306,26edfaa28,Low,0.437162568181992,1,German Shepherd Mix Puppies,1,1,103,3,1,2,2,2,2,1,4,50,4.0,"4 puppies from a German Shepherd mix mother and Golden retriever mix father are ready for good homes. The adoption fee is a token of appreciation for spaying the mother dog. If interested, sms or call me to make an appointment to view the puppies.",Dog,German Shepherd Dog,Mixed,Black,Medium,Medium,No,No,Healthy,Puppy/Kitten (0-6m),True,True,False,True,3,False,Fast,,,,,False,
2307,ee640a6ba,Low,0.4371486601653154,1,,2,2,266,1,4,2,1,2,2,1,1,0,9.0,"1 healthy male kitten, active, playful and has attractive stripe.",Cat,Domestic Short Hair,Male,Yellow,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,False,3,False,Fast,,,,,False,
2308,f74ad48ff,Low,0.437143264947072,1,Sparkling,2,2,266,2,2,2,1,2,2,1,1,0,5.0,She has sparkling eyes and a healthy fur. Eats and drinks well. She loves to be petted and is not scared of humans.,Cat,Domestic Short Hair,Female,Brown,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2309,de0a86ccf,Low,0.4370734110249955,0,Perdita @ Perdy,1,1,307,2,1,2,1,2,2,1,1,0,6.0,"Introducing Perdy: ♦ Female puppy, 1 month old. ♦ Has a masked face with a unique ""tear-drop"" pattern on her forehead. She's got an adorable 'painted' nose too! ♦ Perfectly fine in the company of people/crowds and other dogs (she likes cats too!). ♦ Very well behaved girl, loves to explore. Not hyper and NEVER barks as long as she's allowed to roam within her space. ♦ Perdy will go ""potty"" in the garden or grass patches only (% success when going poo, has mishaps sometimes when doing pee). Never messes up her sleep/play area. :) ♦ Perdy is able to eat puppy kibbles independantly. She's a healthy girl, already de-wormed, currently too young to be vaccinated. Please drop me an email or call if interested. Details about your past experience with dogs and puppies will be much appreciated. Thank you!",Dog,Mixed Breed,Female,Black,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
2310,bc7eb8b16,Low,0.4369991379280645,1,Orange Cats,2,2,266,2,3,2,1,2,2,1,2,0,1.0,Lived as strays. Being fostered at clinic now.,Cat,Domestic Short Hair,Female,Golden,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,True,True,True,3,False,Fast,,,,,False,
2311,6d1c4a5d5,Low,0.4369673970174287,1,,2,1,266,2,2,1,1,2,2,1,1,0,3.0,Found her from my apartment downstairs. The vet estimate her to be 1 1/2 months old. She is dewormed and healthy now and hoping for a permanent home. Please contact Li Ann at if you are interested to bring her home.,Cat,Domestic Short Hair,Female,Brown,Small,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,False,3,False,Fast,,,,,False,
2312,e9e82ad8f,Low,0.4369054886912965,1,Four Month Female Shih Tzu,1,4,205,2,1,1,2,1,2,1,1,0,2.0,"i work long hours and hope someone can give give her more attention. Comes with brush, water tumbler, pee pee pad and dog food. Very healthy and has finished 2 vaccines. would appreciate a small fee if able.",Dog,Shih Tzu,Female,Black,Small,Medium,Yes,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2313,28f1efe3c,Low,0.436876135028763,1,,2,3,264,3,1,2,3,2,2,1,4,0,1.0,"The mother was found lingering around our neighborhood, hungry and we decided to give her a temporary shelter/food. By then, we found out she was pregnant with 3 lovely kitties. At this point, we are incapable of taking care of all 4 of them as the mother is again, pregnant. Also, I'm furthering my study this September oversea and have had to let them go to a new family/home.",Cat,Domestic Long Hair,Mixed,Black,Medium,Long,No,No,Healthy,Puppy/Kitten (0-6m),True,True,True,False,3,False,Fast,,,,,False,
2314,b869dec56,Low,0.4368416233697246,1,Tsuki,2,3,265,2,1,1,2,1,2,1,1,0,10.0,"Rescue her 2 months back. Wandering around with no mother. When first met her, she was sick, not enough nutrients, got ringworms on her ears, worm in digestive system and she got scar on her nose. But we took care of her, took her 4 times to vet, got her vaccinated twice, clear from ringworms and she's perfectly healthy and cheerful now. :) She's litter trained, ate grain free kibbles and tuna or boiled chicken. So fat now :) She's looking for permanent home and loving pet parents to adopt her. Adoption fees are free, as long as new parents willing to take care of her & spay her when she's 5 or 6 months. Please whatsapp or sms (no calls) if interested. Available to send her to any place in Klang Valley.",Cat,Domestic Medium Hair,Female,Black,Small,Medium,Yes,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2315,212157776,Low,0.4367838904781685,1,Daisy,1,2,31,2,1,2,1,3,2,1,1,0,4.0,Lovely puppy looking for a home sweet home. Commitment to spay is compulsory. If u are interested to gv her a home. Pls contact Rachel,Dog,Black Labrador Retriever,Female,Black,Medium,Short,Not Sure,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2316,8fd0bd843,Low,0.436735030402719,0,Sapphire,1,1,307,2,1,2,1,2,2,1,1,0,3.0,Sapphire was rescued from a car workshop where she was living with her siblings. She has beautiful brown coat and excellent temperament. Enjoys playing with bigger dogs and toys. Please consider giving her a loving home 😊,Dog,Mixed Breed,Female,Black,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
2317,6b86ed0e0,Low,0.4367331094054434,1,Winter,2,3,283,2,7,2,1,3,3,1,1,0,3.0,If you are interested to adopt pls contact Rachel,Cat,Oriental Short Hair,Female,White,Medium,Short,Not Sure,Not Sure,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2318,63a4f8b8a,Low,0.4366592931172457,0,Joshua,1,1,307,1,1,2,1,1,2,1,1,0,7.0,His pregnant mother was dumped together with her pregnant sister at a field at Subang Jaya. They both escaped from MPSJ dog catcher and seek help from a family nearby. We rescued them and and both of them give birth at a vet clinic in Subang Jaya. Joshua is cute and intelligent. No tying or caging for long hours except for precautionary purposes. Interested to adopt pls call me.,Dog,Mixed Breed,Male,Black,Medium,Short,Yes,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
2319,20559d623,Low,0.4365905358274016,0,Bonnie,1,2,200,2,2,2,1,3,2,1,1,0,4.0,Lovely puppy looking for a foever home. Commitment to spay is compulsory. If u are interested to adopt pls contact Amy,Dog,Shar Pei,Female,Brown,Medium,Short,Not Sure,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
2320,d3f0d22a7,Low,0.4365896093878997,1,4 Kittens,2,1,266,3,1,2,1,2,2,1,4,0,13.0,"These kittens are about 7 weeks old. 3 kittens are male, and 1 is female (with white colour). They are very playful and active.",Cat,Domestic Short Hair,Mixed,Black,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,True,True,True,3,False,Fast,,,,,False,
2321,f4821de20,Low,0.4365296993092489,0,Miss Johnny,2,1,241,2,1,1,1,1,2,1,1,0,2.0,"The kitten was found near sungai buloh, where my office guard was about to dump her beside the main road, i took her in. (2 weeks ago) She has been deworm and had her 1st vaccination shot, has a bit of skin condition which is due to mites (being a stray), i am feeding her fish and kitten food. Please adopt her into your family and give her all the love and companionship she wants. I have 2 dogs at home, and she is getting more and more attach to them, but i really cant keep her as i have a baby at home and lack of space and time.",Cat,Abyssinian,Female,Black,Small,Short,Yes,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
2322,061378b30,Low,0.4364708433527982,1,Murphy,1,3,31,1,1,2,1,3,2,1,1,0,2.0,Lovely puppy looking for a forever home. Interested to adopt pls contact Rachel,Dog,Black Labrador Retriever,Male,Black,Medium,Short,Not Sure,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2323,40de6ecb5,Low,0.4364122945201256,1,Nishinoya (Noya),2,3,266,2,1,2,2,2,2,1,1,0,3.0,"Nishinoya, Noya for short, is a few weeks old kitten. She is available for adoption in a 2-3 weeks. Nishinoya has a roundish body, round eyes and likes to act cute. She is also quite curious and likes to walk around. When she gets comfortable with you, she might want to follow you around. Noya is still up for adoption due to difficult arrangements with the first adopter. So anyone who is willing to give cutie here a home, let me know. :) If anyone is interested, my location is Seri Kembangan, or near Serdang area, also near Cyberjaya/Putrajaya.",Cat,Domestic Short Hair,Female,Black,Medium,Medium,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2324,8a3bb842e,Low,0.4364029497251565,0,Casey,1,1,307,1,1,2,1,3,2,1,1,0,2.0,I am lovely and smart.Looking for a forever home. If u are interested to gv me a home. Pls contact ,Dog,Mixed Breed,Male,Black,Medium,Short,Not Sure,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
2325,4fe4122ca,Low,0.4363710061645217,1,,2,0,266,2,1,1,1,2,2,1,1,0,4.0,"This kitten is approximately 3 weeks old. I've found it in my street last week. It is completely black and in healthy condition. It eats and drinks well and uses the cat litter box. It is playful and affectionate. If I didn't have two cats already, I would keep it myself. It is such a adorable kitten.",Cat,Domestic Short Hair,Female,Black,Small,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,False,3,False,Fast,,,,,False,
2326,fd23f6a15,Low,0.436285188470265,1,George & Michelle,2,2,265,3,1,2,2,2,2,1,2,0,1.0,For adoption are two rescue kittens about 2-month-old. Location is in Shah Alam. There are no adoption fee but adopter must: - VACCINATE and NEUTER/SPAY cat when they are old enough - Keep cat INDOORS and NOT CAGED - NO COMMERCIAL FOOD because it is not good for their long term health - Add rescuer on Facebook for REGULAR UPDATES - Live in an residential where PETS ARE ALLOWED Absolutely NO BREEDERS allowed. There are too many homeless cats out there already. Please consider carefully before adopting. A cat is a LIFETIME COMMITMENT. Please e-mail if interested. Thank you.,Cat,Domestic Medium Hair,Mixed,Black,Medium,Medium,No,No,Healthy,Puppy/Kitten (0-6m),True,True,True,True,3,False,Fast,,,,,False,
2327,5fc91ab6b,Low,0.4362614194270897,1,Gem,1,3,103,2,1,2,2,1,2,1,1,0,2.0,Lovely puppy looking for a forever home. Commitment to spay is compulsory. If u are interested to adopt pls contact Rachel,Dog,German Shepherd Dog,Female,Black,Medium,Medium,Yes,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2328,81734dbc4,Low,0.4361648741359225,1,Mask,2,1,243,2,1,1,1,2,2,1,1,0,1.0,Reality she's very cute,Cat,American Shorthair,Female,Black,Small,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2329,29f54c6ff,Low,0.4361595538063301,1,Blueys,2,2,265,2,6,2,2,1,2,1,2,0,4.0,"The Blueys were recued by my neighbor in the drain. Took them up & didn't know what to do with them. Mother cat didn't come back to feed. So passed over to me. I foster them for a night with Pet's own milk. Then handed over to Kah Yein (founder of animalcare.org)to foster for more than a month now. She became the fosterer & did a fantastic job as the Blueys are almost equal in size not as before, one healthier & bigger & the other is weaker & smaller. They have been dewormed, examined by the vet, vaccinated & given a clean bill of health. The Blueys are up for adoption. They need to be adopted together. They need each other for company and as playmates. They need each other's warmth as well. Fosterer criterion for adoption: Love them as much as you love yourself. She only has one pledge ""Please be committed to loving and caring for them for their entire lifetime"". Home must be landed. Must have good history with cats. Blueys must be kept indoor at all times. Should be fed premium food ( no Whiskas, Friskies kibbles if possible) Must have a steady vet clinic for health follow up & emergencies.",Cat,Domestic Medium Hair,Female,Gray,Medium,Medium,Yes,No,Healthy,Puppy/Kitten (0-6m),True,True,True,True,3,False,Fast,,,,,False,
2330,a674a0bd7,Low,0.4361116385018303,1,Kitty 1 And 2,2,0,265,1,5,1,2,2,2,1,2,0,2.0,These 2 kittens came wandering into my compound yesterday evening before the heavy downpour last night. Mummy is nowhere to be found. I have no experience handling kittens and am hoping that these kittens will be adopted soon. They ate the fine tuna flakes and drank the water that I gave them earlier. Tried to bottle feed them but I think I didn't do it properly so they rejected it.These lovely kittens deserve permanent loving homes. Thank you!,Cat,Domestic Medium Hair,Male,Cream,Small,Medium,No,No,Healthy,Puppy/Kitten (0-6m),True,True,True,True,3,False,Fast,,,,,False,
2331,38c82bfc5,Low,0.4360933790471785,1,DoReMiFa,2,1,265,3,1,1,2,2,2,1,4,0,5.0,"Anyone who are willing to give the kitten a home, please contact Mr.Ho",Cat,Domestic Medium Hair,Mixed,Black,Small,Medium,No,No,Healthy,Puppy/Kitten (0-6m),True,True,True,True,3,False,Fast,,,,,False,
2332,4407e70f3,Low,0.4360038711591441,1,,2,2,266,2,6,2,1,2,2,1,1,0,2.0,"10 weeks old cute female kitty, lovable, cuddly seeking a new owner. Very active and playful. Toilet trained. Anyone interested can contact.",Cat,Domestic Short Hair,Female,Gray,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,False,3,False,Fast,,,,,False,
2333,555e742f9,Low,0.43594737351068,0,Awie,1,2,218,2,1,2,2,1,2,1,1,0,3.0,Smart and intelligent pup looking for a home sweet home.Commitment to spay is compulsory. If u are interested to adopt . Pls contact Amy,Dog,Terrier,Female,Black,Medium,Medium,Yes,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
2334,f8530e295,Low,0.4359068861936214,1,Brindle,1,2,44,1,1,2,1,3,2,1,1,0,2.0,Beautiful mix breed puppy looking for a forever home. If u are intetestedto adopt pls contact Joyceline,Dog,Boxer,Male,Black,Medium,Short,Not Sure,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2335,5145c1766,Low,0.4358784390159671,1,Caden,2,3,266,2,1,2,2,2,2,1,1,0,2.0,"Caden was previously known as Atobe. I had given her up for adoption before, but due to some problems, she is being let go and is available for adoption. When she lived with me, I had known her to be a smart, sweet natured kitty. If anybody is interested in taking in Caden, please contact Gideon: The pickup place will be at: A1-15-4, Vista Komanwel A, Bukit Jalil, Kuala Lumpur All the stuff we bought will be free to new owner :) 1. Litter Box 2. Cage 3. Litter Sand 4. Bowl 5. Shower gel and Cream of healing fungus 6. Toy 7. Food and Milk",Cat,Domestic Short Hair,Female,Black,Medium,Medium,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2336,815f4cc08,Low,0.4358570169996096,0,Cody,1,3,307,1,5,2,2,3,2,1,1,0,3.0,Lovely puppy with good nature looking for a home sweet home. Interested to adopt pls contact ,Dog,Mixed Breed,Male,Cream,Medium,Medium,Not Sure,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
2337,f526c71a0,Low,0.4358164628198457,0,3 Kittens Finding New Owner,2,1,266,3,1,2,1,2,2,1,4,0,3.0,"Mumy had run away from the home and ignore the kitten, i will find the mumy and get her neuter ( mumy is stray cat) in the mean while im open an adoption for her babies that can took care of them i can only foster them temporary as i will be transfer to sabah in august they have an eye infection but now is under treatment the babies can eat kibblrs ,i only afford to give them power cat 1 male, 2 female orange - female grey - female orange white - male Mumy is a stray cat that give birth at my house.. not able to foster then anymore because will tranfer to Sabah in August. Hope all my cat can find a forever loving home family",Cat,Domestic Short Hair,Mixed,Black,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,True,True,True,3,False,Slow,,,,,False,
2338,f0057428e,Low,0.435803825193672,1,Dicky,1,36,109,1,3,3,3,1,2,1,1,0,2.0,"I received lots of complaint about my dog on my housing area. Is good to have a dog in the house, but I fortunately I have give him away. Please feel free to whatapps me if you interested.",Dog,Golden Retriever,Male,Golden,Large,Long,Yes,No,Healthy,Adult/Senior (25+m),True,False,True,True,3,False,Fast,,,,,False,
2339,fd3804c20,Low,0.4357651561208377,1,Whally & Jerry,1,1,307,1,1,2,1,2,2,1,2,0,4.0,They were spotted outside an orphanage near Aunty Kiew's apartment. do visit www.everydoghasitsday09.blogspot.com,Dog,Mixed Breed,Male,Black,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,True,True,True,3,False,Fast,,,,,False,
2340,e4b550d46,Low,0.4357215197640846,1,Mabel Lynn,1,1,307,2,1,2,2,2,2,1,1,50,10.0,"Introducing pretty little Mabel! ♥ Female puppy, 6 weeks old, has a medium-long coat with adorable black blotches. ♥ Mabel loves being groomed, pet and rubbed. She will tilt her head asking for more and sometimes even crash into your hands/lap, she has a knack for resting herself wherever she wants! ♥ Mabel is a confident girl and always the first to explore (in comparison to her sister, Bessy). She is perfectly fine in the company of other dogs (she likes cats too!). Mabel is not hyper when playing nor is she noisy (unless caged). ♥ Mabel has been going ""potty"" in the garden since her first foster day (% success when going poo, mishaps sometimes when going pee). She will never mess up her sleep/play area. ♥ Mabel is able to eat puppy kibbles independently (she will appreciate some yummy canned/cooked meat now and then though!). ***PLEASE READ: Note For Adopters*** ♥ Mabel will only be ready to leave to a new home in 10 days time (Oct 8th). She has a course of antibiotics to complete. ♥ Mabel will appreciate an indoor environment (adoption priority given to people practicing this). She was initially shy of people but has come out of her shell, her exposure must be maintained. ♥ Mabel MUST be spayed/neutered at the right age (NO breeding). Please drop me an email or call if interested. Details about your past experience with dogs and puppies will be much appreciated. Thank you! :)",Dog,Mixed Breed,Female,Black,Medium,Medium,No,No,Healthy,Puppy/Kitten (0-6m),True,False,False,True,3,False,Fast,,,,,False,
2341,412b8d565,Low,0.435692946117267,0,Baby Mia Girl,1,1,307,2,1,2,1,2,2,1,1,100,4.0,Mia is one of the remaining 3 bubbly & energetic puppies is still looking for home. They are currently seeking shelter near construction site with lotsa lorries & heavy machineries moving in & out. Their life is at stake. Pls adopt & save lifes today! Location KL Puppies are 1 month plus old,Dog,Mixed Breed,Female,Black,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,False,True,3,False,Slow,,,,,False,
2342,e3e66cb5a,Low,0.4356865315222276,1,Anabell,1,2,239,2,1,2,1,3,2,1,1,0,4.0,Lovely puppy looking for a home sweet home. Commitment to spay is compulsory. If u are intetested to gv her a home. Pls contact Rachel,Dog,Yellow Labrador Retriever,Female,Black,Medium,Short,Not Sure,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2343,c458c51c0,Low,0.4356722250225868,1,Jenny,2,2,266,2,3,1,1,2,2,1,1,0,3.0,"Jenny is a delightful little girl kitten. She would make a perfect companion for the cat or kitten you already have. She is very clean and very healthy, she is litter trained and used to other cats and our large dog. She is very playful and loves to run and jump, but she also loves to sit on your lap and be stroked. Please sms - - if you can offer Jenny a loving, forever home. Thank you.",Cat,Domestic Short Hair,Female,Golden,Small,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2344,f780d04ae,Low,0.4356164049915346,0,Erlie,1,3,141,2,2,3,1,1,2,1,1,0,5.0,Healthy and beautiful puppy looking for home sweet home. Commitment to spay is compulsory. If u are interested to adopt pls contact Amy,Dog,Labrador Retriever,Female,Brown,Large,Short,Yes,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
2345,351d29156,Low,0.4355290551922315,1,Lucky,1,56,205,1,1,1,1,1,2,1,1,0,2.0,"I have a 4 yrs old Shih Tzu dog looking for new master. The reason to let go the dog is because wife cannot stand a furry stuff walking around when she's pregnant and bath the dog almost everyday.... The started to developed into skin problem... Neighbour around also seems not happy for it's present This cute little dog never attack & bark without any reason. Dog's birthday is 21st Sept The dog's name Lucky & we command him by chinese language. This dog eats almost anything but he's on special diet for now since the skin problem developed He's been trained as a great companion but unfortunately we no longer need his companion since last year and he's not happy since then. We hope that his new master will fulfill his role as a companion dog. based on current situation, we need to find him a new master before it becomes a big issue to the dog. Details will be further discussed when his new master confirmed his adoption for this dog. We'll give out all his stuff free and we just hope his new master will pay us back by taking care of him. Our requirements for new owner is :- -Landed property -Will not send him away even for a few days. -Someone who need companion at home. -Someone who speak mandarin as he's trained in Mandarin language.",Dog,Shih Tzu,Male,Black,Small,Short,Yes,No,Healthy,Adult/Senior (25+m),True,False,True,True,3,False,Fast,,,,,False,
2346,89a41673f,Low,0.4354715429849524,1,Justin,2,1,265,1,1,1,2,2,2,1,1,0,10.0,Justin is a handsome and bouncy kitten. He already toilet-trained and still learning to eat kibble. Prefer to be adopted in pairs. (with   Jessy) Please take note: Rm is imposed as a safe deposit which will be returned to the owner once the owner spay Justin within 5 months. *COMMITMENT TO NEUTER JustiN IS A COMPULSORY! tqvm!,Cat,Domestic Medium Hair,Male,Black,Small,Medium,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2347,823d5bd7e,Low,0.4353873475063188,1,Inky,2,2,266,1,1,2,1,1,2,1,1,0,5.0,"Inky and his siblings were abandoned at our housing area. He is a healthy, active kitten. He is litter tray trained. He has been given his first vaccine. We are looking for someone to adopt him as we have too many cats. It would be great if the person can also adopt his sibling - Pinky, although this is not a must. We prefer to give him up to a working Malaysian, no students. We are looking for someone who will vaccinate and neuter him and also take him for regular vet checks. He needs to be kept indoors, as He is very young and would not know how to survive outdoor. Being a new environment, he might also runaway if kept outdoors. He is very good with our cats. Keeping a cat is a commitment for about 15 years and they are children that never grow up and it isn't cheap to keep a pet. Only for serious adopters.",Cat,Domestic Short Hair,Male,Black,Medium,Short,Yes,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2348,4512e1ea8,Low,0.4353295535864392,1,Sierra,1,3,31,2,1,2,1,3,2,1,1,0,2.0,Lovely puppy looking for a forever home. Commitment to spay is compulsory. If u are interested to adopt. Pls contact Rachel,Dog,Black Labrador Retriever,Female,Black,Medium,Short,Not Sure,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
