rank,PetID,tier,proba_slow,y_proba,y_true,Name,Type,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Quantity,Fee,PhotoAmt,Description
2588,b47536db5,Low,0.4250459098241798,0.5749540901758202,1,Telat & Belan,2,2,292,2,2,1,2,2,2,1,1,0,5.0,I decided to give away my two cat since I already have 10 cats in my house. Furthermore I'm getting married this October and will move out from my parent's house. I hope there's someone out there willingly to take both of them with full of love and care. Please help. Thanks.
2589,a12bb119e,Low,0.4249796036973853,0.5750203963026147,1,Baby Boris,1,2,307,1,2,2,2,1,2,1,1,0,4.0,Baby Boris is the pick of the litter of 5. He is the Tai Kuo & the leader of the pack . Trust me his mugshot does him no justice at all. He is the biggest & loudest too. please call to adopt baby boris.
2590,6480e3454,Low,0.42497077671212846,0.5750292232878715,1,,2,2,265,1,1,2,2,2,2,1,2,0,5.0,"My cat gave birth to 3 kittens, one black, one tabby cat and one grey. The grey one is adopted. I already has 4 cats with me. I cant keep so much currently. I hope they can find a new family who really loves them. I would appreciate if someone can adopt both kittens. Both of them are male and quite friendly with people."
2591,86d203b94,Low,0.4249577946342148,0.5750422053657852,0,Sugee,1,1,218,2,1,2,2,1,2,1,1,0,3.0,Lovely puppy looking for a home sweet home. Commitment to spay is compulsory. If you are interested to adopt pls contact Amy
2592,3dd380ccb,Low,0.4249516855902531,0.5750483144097469,1,Macey,1,2,307,2,1,2,2,3,2,1,1,0,4.0,Lovely puppy looking for a forever home. Commitment to spay is compulsory. If u are intetested to adopt pls contact Rachel
2593,8fad77d5b,Low,0.4249001898915554,0.5750998101084446,1,,2,3,265,1,3,1,2,2,2,1,1,0,3.0,"This cute little guy walked in into my home this evening. As we approached her, he was very friendly and started rubbing himself all around our legs. Very adorable and super friendly. Loves to be held and always seeks attention. Need to rehome it urgently as I have logistics issues to keep him for long. I already have 2 kittens with me. Thanks in advance."
2594,3cd5d9102,Low,0.4248749082751888,0.5751250917248112,1,Misty,1,3,109,1,2,3,2,3,2,1,1,0,1.0,Found at the park. Believed a lost dog. If u are interested to adopt pls contact Rachel
2595,b7142b615,Low,0.42485771190330857,0.5751422880966914,0,3 Miao-miao,2,1,266,3,1,1,1,2,2,1,2,0,8.0,"The stray cat's baby kittens found at downstair of my house. The kittens born in March 1st, so they are still nursing, i hope someone can adopt them around 1 month later. But you can come here to take a look first. Location at Wangsa Maju Section 4. Pls email me or leave a comment if you're interested in adopting. Terms:- 1- Kitten must be vaccinated and neutered/spayed by the new owner. 2- i need to know their updates after the new owner adopted them. :) thanks :) a video of the cute kittens"
2596,9a65d163b,Low,0.42479969851759913,0.5752003014824009,1,Very Cute Chubby Puppy,1,3,141,1,1,2,1,2,2,1,1,0,4.0,Another lovely cute puppy found
2597,a8f43bea5,Low,0.42476443975869127,0.5752355602413087,1,,1,84,205,1,2,2,2,3,3,1,1,0,3.0,"This doggie was found by my uncle said to be somewhere near Mont Kiara. Doesn't look like pure Shih Tzu. Very friendly, obedient and quiet. Limited information to provide."
2598,45b295426,Low,0.4247362139307488,0.5752637860692512,0,,2,1,265,3,1,1,1,2,2,1,2,0,2.0,They are cute. Their mother brought them to my house and few weeks later she dead in an accident. (according to my neighbor said. I can't foster them due to no time and no knowledge on how to rescue these kitten. Please help them.
2599,aa1cf9c0c,Low,0.424733642142485,0.575266357857515,0,Mel Mel,2,1,266,2,1,1,1,2,2,1,1,0,4.0,"Mel Mel meow the whole night and we couldn't believe our eyes when we found furry surprise hidden in our car bonnet the next day morning. Mel Mel is healthy and happy. She is always purring, loves to play and run around. Cats make wonderful pets. They just need a forever home. Are you the person who can provide that for Mel Mel kitten? Please let me know if you'd like to meet her! Thank you :)"
2600,ca8aec089,Low,0.4247164853130482,0.5752835146869518,0,Hansen,1,1,307,1,7,2,1,3,2,1,1,0,2.0,Lovable puppy looking for a forever home. If u are interested to adopt pls contact Amy
2601,2f18b4092,Low,0.4247127743295631,0.5752872256704369,0,Mochi & Koki,2,1,265,3,2,2,2,2,2,1,2,0,3.0,I have 2 small kitten up for adoption...URGENT! I really wish i could keep them but my grandma wont let...so anyone interested pls adopt it...ONLY FOR PET LOVER!This 2 kitten was found in a wet market without their mom...i only can keep them for 2-3 day ....pls contact me by sms/e-mail ASAP *have to adopt together..
2602,363a00ab0,Low,0.42468888204340405,0.575311117956596,1,Blue Eyed Dolls,2,1,299,3,4,2,1,2,2,1,2,0,2.0,Found these cute lil creatures on the tyres of my car. Very adorable. White one's friendlier than the darker coloured one. Think they are from the same litter. Please adopt both ! :( my parents don't allow me to keep them. p.s: please call or text me ! I don't check my emails that often. thanks and have a nice day !
2603,489dad256,Low,0.4245496267636798,0.5754503732363202,0,,2,1,266,3,1,2,2,2,2,1,3,0,5.0,Hi another 3 kitty found in a box Any kindsoul willing to adopt this kitty kindly contact Mdm Teh for more info Thank You~!
2604,1ef7f27ab,Low,0.424545669183205,0.575454330816795,0,Benjamin,2,2,266,1,1,1,1,2,2,1,1,0,3.0,"This baby got dumped at less than 4 weeks age. Found him,took him in, only after 1 week, he knew how to eat solid food. Now he is chubby, healthy and sweet."
2605,41fa17c7c,Low,0.42453266610268714,0.5754673338973129,0,Tiny Tot,1,1,307,1,1,2,2,1,2,1,1,0,1.0,"i know i look like a kitten now but just you wait :-) tiny, furry, dozy and looking for a home please. I was thrown to drown in a monsoon drain with my other 9 siblings"
2606,279a5187c,Low,0.42445962233267387,0.5755403776673261,1,Pure Breed Shih Tzu - Max,1,18,205,1,2,2,2,1,2,1,1,150,2.0,"Very friendly, likes to be patted n cuddled Very manja 😊 Vaccinated & dewormed, with vaccination card."
2607,2faee359e,Low,0.42437395877604334,0.5756260412239567,1,,2,1,265,3,4,2,2,2,2,1,3,0,5.0,"Hi This is the kitty i found at pemaisuri garden , near toilet there While jogging at the garden , i found this few kitty and they are quite cute , decided to take their photo looking for their master there is 3 kitten , the white color 1 is their mother the yellow and drak gray is male while the white 3 color kitty is female anyone interested plz call Mdm  TQ"
2608,8a7fcc8cd,Low,0.42431519036583254,0.5756848096341675,0,Josie,1,2,239,2,2,2,1,3,2,1,1,0,5.0,Cute puppy looking for home sweet home. If u are interested to adopt pls contact Rachel
2609,6219a1e79,Low,0.42428573462986985,0.5757142653701302,0,Scarlet,1,2,88,2,2,2,1,3,2,1,1,0,3.0,Lovely puppy looking for a forever home. Commitment to spay is compulsory. If u are interested to adopt pls contact Rachel
2610,0d34bfde7,Low,0.42425905305909584,0.5757409469409042,1,GBee Boy & Rosee Gal,2,2,266,3,1,2,1,2,2,1,2,9,6.0,"#Can be adopt together or individual# GBee Boy and Rosee Gal were abandon at a vet doorstep by a little girl. They are healthy, feisty and playful. They are very manja and full of confident. Both can be taught to get along with other pets in your household. Rosee is the typical girl: sweet, gentle, manja, soft, cuddly and lady-like.I Please give these cute kitties a chance. Potential adopter must agree to neuter/spayed once they'r old enough. No lifetime caging. All living creature must have a chance of freedom once a while. Please be aware that your pet will live as long as 20 years. You will be responsible for his well being for next 20 years. So please include them in all your future planning; be it married, having babies, job relocation each. If you think you can be a responsible pet owner, please call me to view and play with these two adorable kitties. If you stay within Shah Alam or Subang, i can deliver him/her to you 27/3/12 update: GBee been adopted by a cat lover. Any other kind soul wanna adopt sweet Rosee?"
2611,f4e748c72,Low,0.42425457965136826,0.5757454203486317,1,3 Kittens,2,2,264,3,1,1,2,2,2,1,3,0,3.0,These 3 kittens were found nearby my house. Their mother doesn't seem to be around as these kittens have been wandering for days. Could not foster them for long as my living condition doesn't allow me to do so. They have been cleaned and toilet trained. Very active.
2612,263598073,Low,0.42422695917174824,0.5757730408282518,0,Missy,2,2,266,2,6,2,1,2,2,1,1,0,2.0,"Very cute, tame and loves food."
2613,078bf7e5a,Low,0.42411417740645674,0.5758858225935433,0,Tyson,1,2,26,1,2,2,1,3,2,1,1,0,3.0,Lovely puppy looking for a forever home. If u are interested to adopt pls contact Rachel
2614,c8f5f9120,Low,0.4241110861513294,0.5758889138486706,1,Yorky,1,4,240,1,1,1,3,1,2,1,1,0,1.0,"Rejected by a his own breeder who wanted him euthanised because he seems to have slight neurological problems, ie. he falls easily. Vet fostering him now, and after having put him on Neurobion (half tablet a day), he seems to be ok."
2615,8e3e0ffde,Low,0.42409897759150406,0.5759010224084959,1,Male Puppy,1,1,307,1,5,2,1,1,2,1,1,0,1.0,"male puppy... the father is lab mix the mother is a lab mix too, the owner if this puppy doesnt neuter and spayed the male and female dogs and let them litter and sell them at cheaper price,but this little male manage to escape out and luckily i pass by and saw it and immediately pick him up so that he wont bang down by car -he is alert,he still drinking milk, he doesnt like caging -he do his business in newspaper but because too young,he poo and pee on floor sometimes too,he bark when he heard some voice- email me if you are interest but you have to neuter him when he is 7 month and give him vaccinate once he is 2 month old ,deworm him every month and give him heartguard still available thanks"
2616,dd42b35eb,Low,0.4240965006886398,0.5759034993113602,1,Bebek,2,3,266,1,1,1,1,2,2,1,1,0,4.0,nama sementara adalah bebek. seekor lelaki yang aktif tak bertempat dan manja tak agak2. sangat sihat. owner dulu adalah kakak aku namun kesibukan bekerja menghalang segalanya. suka take over tempat tido aku dan acah2 geget tapi tak keluar kuku. berekor panjang dan tahu berak di tempat sepatutnya .
2617,a22499988,Low,0.4240836139811649,0.5759163860188351,1,Kolbi Boy,1,2,307,1,1,2,2,1,2,1,1,0,5.0,Healthy cute puppy looking for home. If u are interested to give him a home pls contact Amy 
2618,72f092b4b,Low,0.42407066946328065,0.5759293305367194,1,,2,1,266,2,3,2,1,2,2,1,2,0,2.0,Abandoned by people.
2619,60fa6acbe,Low,0.42402152180595887,0.5759784781940411,1,Little Puppy,1,1,218,2,1,2,3,2,2,1,1,0,6.0,"Her mum is a terrier mix with tall & thin body. More details, pls call"
2620,3c79a5547,Low,0.42394911031203186,0.5760508896879681,1,Little Tiger,2,2,266,2,6,1,2,2,2,1,1,0,1.0,"Poor little tiger, i pick her up in the middle of the street. She was adorable and active i really hope that she will find a home... Finally little tiger has found a new home, i will miss little tiger thou. Best decision i ever made."
2621,fe38b7b23,Low,0.423908176590609,0.576091823409391,1,Shiro & Momo,2,2,266,1,4,2,1,1,2,1,2,0,5.0,"Their mom given birth to them in my friend's office's rooftop and when they are about 3-4 weeks, the mummy cat died suspected of eating some rat poison. The kitten then found a way through the drain pipe and ended up behind office's wall. Construction worker is called to make a small hole on the wall to rescue these kitten and their siblings. Some time and efforts are taken and two of their siblings are adopted, and left two of them. They are very clingy-to-each-other brothers. and I am looking for a temporary fosterer or even better an adopter for them. Please do sms or call me at"
2622,0f1a3ce5a,Low,0.42387460621168915,0.5761253937883108,0,Jalen,1,1,307,1,1,2,1,3,2,1,1,0,5.0,Lovely puppy looking for a forever home. If u are interested to adopt pls contact Rachel
2623,ad90d4962,Low,0.42383502352479285,0.5761649764752071,0,Jaws,2,36,285,1,5,2,3,2,1,2,1,30,3.0,"He survived a life threatening accident, loss an eye and broke his jaw. His strong will to survive kept him going until today although with 1 eye and crooked jaw he can eat normally."
2624,6114449db,Low,0.4237108658587656,0.5762891341412344,0,Callie,1,1,185,2,1,2,1,3,2,1,1,0,4.0,Cute and lovely puppy looking for a home sweet home. Commitment to spay is compulsory. If u are interested to adopt pls contact Rachel
2625,53ac79c6c,Low,0.4235948855997922,0.5764051144002078,1,Pluto,1,1,307,1,2,2,1,2,2,1,1,0,2.0,"A mother dog delivered a litter of 6 pups outside a home. The family is currently caring for the mother dog and her babies. The puppies are now ready for rehome. Profile of each puppies are available here. If you are interested, please contact me. Puppies are located in Kajang. Pluto is the only white male puppy from this litter. The rest of his brothers are brown in colour. We see a strong sense of loyalty in him and decided to name him Pluto inspired by Mickey's dog pet. Little Pluto will love you as his best friend. Adoption requirement : a) Adopter must be an animal lover and willing to spend time in preparing the puppy to settle n well. b) Absolutely no long hour of caging or tied on leash. c) Provide necessary medical attention. d) Allow visitation for us to follow-up on Tavi when required We hope you can give him a loving home. If you are interested, please leave your comments below and we will be in contact with you soon."
2626,6d4f64bb7,Low,0.42342766890539485,0.5765723310946052,1,Callie,2,2,265,2,5,1,2,2,2,1,1,0,1.0,"This Kitten ran across the busy road in SS 2, PJ and hiding under a car. She was rescued and fostered by her rescuer, Pauline. If interested, please contact Auntie Kim"
2627,b40a8ff86,Low,0.4234187737926409,0.5765812262073591,0,Merc,2,1,266,2,7,1,1,2,2,1,1,0,5.0,"Found this kitty under an abandoned car in Taman Bukit Kinrara, Puchong. Friendly with people and craves for attention from loving humans. Do contact me if you're able to foster her, or better, give her a good home :) Thanks"
2628,5af078de1,Low,0.4232951670575955,0.5767048329424045,0,Girl,2,2,299,2,2,2,1,2,2,1,1,0,3.0,"Couldn't figure out any name for her. She's quiet and shy, very very smart girl for her age."
2629,00648f96f,Low,0.4231793591553671,0.5768206408446329,1,Kennedy,1,1,307,1,1,2,1,2,2,1,1,0,2.0,Kennedy was found walking alone along the Old Klang Road River.He seems to have strayed off from home.He likes to have company and is very friendly and lovable
2630,e809f1cb5,Low,0.4231744102632796,0.5768255897367204,1,3 Adorable Pups,1,1,307,1,2,2,1,2,2,1,3,0,17.0,"3 lovely doggies given birth sometimes in September by a stray bitch in my housing area. We 'abducted' the pups from their mum hoping that they could be part of a human family, instead of becoming stray like their parents. They are active, super adorable and love to follow people around. They naturally will do their businesses on the grass....if they can run there on time ;-) Currently they are fed dog-substitute-milk mix with kibbles. Soon I will change it to BARF diet. But for future adopter, you can feed him/them whatever healthy diet that you are comfortable with. We are located in Shah Alam. Pls call. Please be inform that I will need to 'interrogate' you first...."
2631,2f3bed708,Low,0.4231452338667746,0.5768547661332254,1,Baby G,1,1,307,2,1,2,1,2,2,1,1,0,5.0,"Me & my sister Baby Boo are looking for home. We are currently homeless & have to rely on kind souls to feed us. Sometimes, we didnt eat for a day. You know, there used to be 9 of us, but my baby bro & sis got washed away by heavy rain last week. Mummy was crying for days. Life goes on...."
2632,6dcce539c,Low,0.42314457031457264,0.5768554296854274,0,Gremlin,2,2,266,1,1,2,1,2,2,1,1,0,8.0,"Gremlin was rescued while he was walking along a busy street with his sibling. He is a healthy, active kitten. He is litter tray trained. We are looking for someone to adopt him as we have too many cats. It would be great if the person can also adopt his brother - ET. We prefer to give him up to a working Malaysian, no students. We are looking for someone who will vaccinate and neuter him and also take him for regular vet checks. He needs to be kept indoors, as He is very young. He is very good with our cats. Keeping a cat is a commitment for about 15 years and they are children that never grow up and it isn't cheap to keep a pet. Only for serious adopters."
2633,867308404,Low,0.4229895546502208,0.5770104453497792,1,Mayo 2 Pups,1,1,307,2,1,2,2,2,2,1,2,0,3.0,Very adorable and cute puppies Commitment to spay them when reach 6 months old is compulsory Serious adopter pls call.
2634,f09d025a9,Low,0.42297124467337677,0.5770287553266232,1,Misty,2,2,266,2,1,2,1,2,2,1,1,0,4.0,"This little miss was rescued just a few days ago. She was found hiding inside the car engine compartment and is now looking for her forever home. Misty is very playful, energetic, and would make a suitable companion to another cat. Please contact me if you would like to adopt Misty."
2635,d8b0d6ad9,Low,0.4228976571352979,0.5771023428647021,0,Bubui,2,1,266,1,6,1,1,2,2,1,1,0,3.0,"hi. few days ago ada org buang anak kucing depan rumah saya. umur dia dalam 2,3 minggu masa tu. i'm not really sure. now saya dah jaga dia seminggu. bg dia minum susu. tapi sekarang saya tengah study, class pack and tak cukup masa nak spent utk jaga dia. harap admin boleh tolong iklan kan nak cari tuan baru. kitten ni pandai cute and manja. looking for loving and responsible new owner. kitten ni toilet train. pandai pg litter box sendiri. dia manja giler. bangun tdo je akan cari tuan dia.. stakat ni dia still minum susu guna botol n mkn mknn dlm packet utk kitten tu.. blum vaccinated and deworm lg."
2636,7993a02ee,Low,0.4227345841330322,0.5772654158669678,0,Renny,1,1,307,2,1,2,1,3,2,1,1,0,3.0,Lovely puppy looking for a home sweet home. Commitment to spay is compulsory. If you are interested to adopt pls contact Amy
2637,97f683e04,Low,0.422715940515086,0.577284059484914,1,Mercy (temporary Name),1,1,307,1,2,2,1,2,2,1,1,0,4.0,"Puppy's age is unknown. My husband went mountain biking on the 31 April when he saw this puppy trapped in a big drain. With the help of a pak cik in the Kampung, they used a ladder and my husband decended to pick it up. The kampung pwople said that the puppy was in this drain the entire night but they can't pick it up because haram. The puppy's mom came shortly and it was returned to his mom. Shortly about an hour later, the pak cik called my husband again to say that the same puppy had fallen into the same drain again. What a fate of this pup. We rushed our way there to the rescue, afrain this pup might drown. On our way, the pak cik called to say he went into the drain to pick this puppy up already and they put him into a basket in an empty lot for us to fetch it. We arrived in a hot sunny day. Found this puppy too exhausted to move. We brough him home, bathed and fed. Right now, puppy is sleeping, recovering from this traumatic experience. The breed is unknown. Think it's a regular estate dog. We hope someone reading this shows compassion and adopt, take good care of him."
2638,39adf62b4,Low,0.42270486641202387,0.5772951335879761,1,,1,1,189,2,1,3,1,3,3,1,1,0,3.0,This puppy ard found it's new owner. Thanks god.
2639,e899d33d5,Low,0.4226413204054188,0.5773586795945812,1,Fancy,1,1,307,2,5,2,2,2,2,1,1,0,2.0,"She and her siblings were given birth by their mother dog who was a house dog of a pork seller in the market. Recently a relative of his has given him a Golden Retriever, he decided to dump their unspayed mother who is not a pedigree. No caging or tying for long hours except for precautionary purposes. Commitment to spay her is compulsory Serious adopter pls call me or Michelle"
2640,d55faa0ff,Low,0.4226069805351772,0.5773930194648228,1,Bigfoot,1,2,70,2,2,2,1,2,2,1,1,0,4.0,"One of 3 pups born in our neighbour's unoccupied home. He brought in 2 additional male dogs together with the existing female (possibly a Collie) and she got pregnant despite her old age (=.=)''''. We nicknamed this pup bigfoot cause her legs were swollen a month ago (photo attached), possibly due to burn caused by fire when the mom transferred them to an uprooted tree too close to a fire pit set by the gardener. We have nursed her legs and they seem to have become normal and covered with fur again. She likes playing with water and sticking her head in the water bowl."
2641,81e692e30,Low,0.4224953606360542,0.5775046393639458,1,1 Month Old Kittens,2,1,299,3,1,1,1,2,2,1,4,0,2.0,"One month old kittens to be given away! They are very cute, playful and active. These 4 kittens were found nearby my house area. Can eat solid food and toilet trained. Kindly contact me ASAP via SMS or whatsapp for who are interested. I will contact you as soon as I can."
2642,0ae5f9681,Low,0.42248041868700603,0.577519581312994,1,Mix Persian,2,17,285,2,5,2,2,2,2,1,1,40,3.0,"She has been given a name, Caley :) hope Caley will be a gooood girl in new home ok..:)))"
2643,ec14446ba,Low,0.4224101261273412,0.5775898738726588,1,Cutie,1,2,42,2,4,1,1,2,2,1,1,300,9.0,"Cutie is an adorable 2 months old female Boston terrier mix. She is a typical sweet and playful puppy. Cutie is good with other dogs. We are working on crate training and socialization. Just like any puppy, this pup will need a loving home. If you are interested in adopting, please whatsapp me at Yulia. No calls please."
2644,eff541eff,Low,0.422389874055802,0.577610125944198,1,Ashcroft,2,1,299,2,3,2,2,2,2,1,5,0,5.0,Cat for adoption
2645,0a7798d2b,Low,0.4222890041319791,0.5777109958680209,1,Blake Jr,2,2,264,1,1,2,3,2,2,1,1,50,10.0,"Hello, Blake Jr. here! ♥ I don't remember all the details, but I was a scrawny and starving kitten once, lying by a busy roadside. My foster mummy spotted and picked me up immediately (despite my hissy protests). I was wrapped up in a towel, placed in a carrier and taken for a ride. ♥ Foster mummy could see that I wasn't the type to warm up easily. A single flinch from her would send me running to a corner! Still, she came to visit me for socialization several hours a day (each time bringing with her yummy bowl of tuna). It wasn't long before I decided she couldn't possibly be of any threat! Foster mummy promised that she would would make me adoptable soon, so that I could go home to a great family. ♥ Three weeks into my rehabilitation, and I'm as confident and playful as any other kitten! :) I like rolling over and getting tickled around my tummy/rubbed to a purr-filled snooze. Mind you I can be an extreme cuddle-bug! I LOVE chasing string toys and anything bushy/crinkly (dusters, papers, brooms, you name it)! ♥ I ADORE being around other cats too (don't care if they hiss or paw at me, I'm ready pester/follow them until my presence is accepted). The more around, the merrier! I must say I love my foster home, but it gets a little tiring having to share everything with the adult felines here! Foster mummy believes I deserve better too. If you would like to take me home, please contact my foster mummy ASAP (don't forget to read the notes below first)! :) *** PLEASE READ: Note For Adopters *** ◘ Blake is not % secure yet. He dislikes any kind of hustle and bustle. For this reason, homes with active/young kids or crowded households will not be suitable. Single adopters, couples, or small families with mature children will be his best preference. :) ◘ Blake would like to be kept INDOORS full-time and NEUTERED at the right age, no exceptions. There are enough street-kittens like him out there and Blake does not wish to contribute to the whole problem. ;) ◘ Blake would appreciate some form of premium food (no cheap Whiskas, Friskies, etc), this is for his long-term welfare. The adoption fee listed above is to cover (only a small portion of) his medical expenses thus far. If you feel that you may be just the right person to take Blake Jr. home, please drop me an email or message at my number. Details on your past experience with cats will be much appreciated. Thank you! :)"
2646,ff6118cc2,Low,0.422240167550901,0.577759832449099,1,Cutie,2,1,266,2,1,1,1,2,2,1,3,0,4.0,"hi , cutie is only 1months old , new born baby from a lucky cat mother , looking for a new home and good owner ."
2647,1ba7bdbe6,Low,0.4221814734158711,0.5778185265841289,1,3 Kitties + Mami,2,2,254,3,4,2,2,2,2,1,4,0,10.0,"3 kittens + 1 mother cat for adoption, can be adopted separately. Pick-up location : Bandar Utama"
2648,20336bf88,Low,0.4221142153872237,0.5778857846127763,1,Tiger,2,1,300,2,4,2,2,2,2,1,1,0,4.0,Loveable kitten needing a warm home! Beautiful fur with long tail and stunning eyes!!Very gentle and sweet
2649,183eb3fe5,Low,0.42209752129718026,0.5779024787028197,0,Christian Dior,2,2,242,1,5,2,3,1,2,1,1,400,14.0,"♥ Male, 8 weeks old, white cream point with blue eyes. Father was a Ragdoll and mother is an American Curl (given up by previous owners while pregnant). ♥ Christian is both a rambunctious player and a shy little love-dove! He is careful of new situations as much as he tests them, and once he warms up, he can skip over at his humans better than the fastest bunny. He's our favourite boy and it took a lot of heart to place him for adoption - heavy purrer (he'll sound like an engine!) and especially loves being stroked and kissed while carried. He can be a lap-cat when relaxing (not while he's busy playing of course, he'll jump off). Also enjoys being shown around the house. ♥ He's already had his first vaccination and deworming. Not fussy about kibble or wet food and is very clever with the litter box! ***IMPORTANT: Note For Potential Adopters*** - Christian must be kept INDOORS at all times. Apartments must be cat-safe. - He's been raised since birth on a grain-free healthy diet and this must be maintained (no Whiskas, Friskies, etc). Feel free to inquire if unsure, this is for any cat's long term well being. - Neutering is COMPULSORY and we will reject anyone who doesn't fit this requirement. There are far too many homeless kittens on the streets. If you feel that you may be just the right person for this boy, please drop me a message with details about yourself and your experience with cats (via WhatsApp or email). Thank you!"
2650,2c1340a91,Low,0.4220274869065025,0.5779725130934975,1,Seven,2,2,266,1,1,2,1,2,2,1,1,0,2.0,"I think it's kitten dumping month. I found an abandoned kitten, abt 2 months old, male by the road side. Initially when I acquired him he was very nervous and timid. I have kept him for 1 week. He is now a very affectionate and active kitten. He is healthy and has been dewormed. He is litter tray trained. We call him seven because his tail has a bend and it looks like the number seven. Anyone who is interested can call or sms me at ."
2651,96a1bce27,Low,0.4220269396012737,0.5779730603987263,0,Caspian,1,1,307,1,2,2,2,2,2,1,1,0,1.0,Caspian is so regal. We called him this because he's the most well behaved among his brothers & sisters.
2652,6806f15f3,Low,0.4219776933523971,0.5780223066476029,0,Gucci,1,1,218,2,1,2,2,1,2,1,1,0,3.0,Lovely pup looking for home sweet home. Commitment to spay is compulsory. If u are interested to adopt pls contact Amy
2653,3ebb0dd45,Low,0.4219361380758718,0.5780638619241282,1,Leo,2,2,266,1,1,1,1,2,2,1,1,0,1.0,Very active and playful. Ready for adoption. For animal lover and serious adopter only. Eat blackwood. Location Pandan Indah Kuala Lumpur  sms
2654,bd0bfa1f6,Low,0.4218906521361502,0.5781093478638498,1,Mao Muw Mew,2,1,264,3,1,1,2,2,2,1,3,0,5.0,3 of them All black in color but hav some white stripes Round and short Bunch of hairballs Adorable playful Toilet train Mix persian By the way they r still too small to ge spayed\neutered call\text me afiq
2655,0443d6f82,Low,0.4218500359983193,0.5781499640016807,1,Jill The Walnut,1,1,70,2,1,2,1,2,2,1,1,0,5.0,"Pup two of two... meet Jill the Walnut (born on 3rd-April-), sister to Jack the Peanut. Nicknamed walnut cause she is so much bigger than her brother. Looks like a mini version of her dad. You can look at how the collie mom & dad(s) looks like in my past posting of season 1 & 2. If you can't find them, just sms me a request and I will attach them to the season 3 profile. Rescued this little rascal from impending doom after falling into the drain twice during/before a downpour. She learnt her lesson since and has not landed in the drain to date."
2656,affeb8b58,Low,0.4217966120530561,0.5782033879469439,1,Hiccup,1,2,307,1,2,2,2,1,2,1,1,50,2.0,Hiccup is active & love to play
2657,47ee9c210,Low,0.4217889860502393,0.5782110139497607,0,,2,3,265,1,1,2,2,2,2,1,1,0,2.0,"Hi, this kitty i found near street. He is very playful and hyperactive. Like to play with you. Any kind soul willing to adopt this kitty, please call or message Madam Teh"
2658,d56096e79,Low,0.4217674923274891,0.5782325076725109,1,Lennie,2,1,266,1,1,2,1,3,2,1,1,0,2.0,"[NOTE: Please be aware that i have NO idea what breed this kitten is, but the website wont allow me to leave it blank.] Lennie is cute and adorable.. able to worm his way into the coldest heart with his angelic behaviour. When he was found, he was starving and abandoned by his mother."
2659,9fae764f0,Low,0.4216690845643083,0.5783309154356917,1,Husky,1,4,206,1,1,3,2,3,3,1,1,0,1.0,"A 4 months old Male pure breed Husky in Cheras is waiting for adoption. Anyone who is interested, Please contact directly Sylvester Urgent 一隻雄哈士其等待領養。 小哈現已4個月大， 據主人說是純血哈士其， 但沒有血統證明書。 狗狗現在在Cheras (吉隆坡) 有興趣領養的朋友， 可以聯絡Sylvester"
2660,3796a0068,Low,0.42153658620571444,0.5784634137942856,1,Simba,2,1,266,1,1,2,1,2,2,1,1,0,1.0,"Simba loves human companion. Playful at his age, he will still comes when you call him."
2661,96b8b56b4,Low,0.4215072203643694,0.5784927796356306,1,Arty,2,2,266,1,2,2,1,2,2,1,1,0,4.0,"Arty was a stray kitten when he was found 3 weeks ago. He was about 5-6 weeks old then. He's a active and healthy kitten but needs a home urgently as I'm heading back to another country for the summer and have nobody to look after him. He has bursts of activity and eventually gets tired, so he likes to snuggle and sleep. Since he's a small kitten he gets frightened of quite a few things but is easily comforted. Potty trained and can eat dry food as well. Please contact via Whatsapp Having a pet is a lifetime commitment so please think carefully and not in a moment of impulse. :)"
2662,91e996718,Low,0.4214219143675453,0.5785780856324547,1,"Jimmy, Jack & Joe",2,2,266,1,3,1,1,2,2,1,3,0,5.0,"Jimmy, Jack and Joe are three adorable little boy kittens. They are very clean, very healthy and very playful. They are used to other cats and our dog. They are litter trained. Jimmy and Jack are bob-tail cats, Joey has a tail. It would be nice if they could stay together but they can be adopted separately. Please get in touch if you can offer Jimmy, Jack and Joe a 'forever' home."
2663,7d3448f9e,Low,0.42141023217606766,0.5785897678239323,0,Liam,2,2,266,1,1,1,1,2,2,1,1,0,1.0,Very active and playful. Ready for adoption. For animal lover and serious adopter only. Eat blackwood. Location Pandan Indah Kuala Lumpur  sms
2664,ad786540e,Low,0.42138653492682876,0.5786134650731712,0,Feisty,2,2,264,1,1,1,2,2,2,1,1,80,1.0,"Found this little fella while driving to work. Had a scar on his back due to past cat fights before according to the vet. But he has recover well now and is ready to be rehome. Doesnt look like normal household or domestic cats as he has a kind of special long and black soft fur. Adoption fee is for deworming, a few bags of cat food i bought for him."
2665,5fd83540b,Low,0.4212919123090666,0.5787080876909334,0,Fluffy,2,1,266,2,4,2,1,2,2,1,1,0,1.0,Ready for adoption. Able to eat solid food.
